f.acctid,f.acctname,f.potential_fraud_fl,fraud_alert_dt,f.incr_in_credit_card_spent,f.avg_monthly_creditcard_spent,f.daily_credit_card_transaction_amt,f.daily_credit_card_transaction_ct
ACCT2535,Jonathan Pollard,Y,8/29/2019,33.61224489795919,49,1647,1
ACCT4211,Anya Dunn,Y,11/23/2019,33.61038961038961,77,2588,1
ACCT7156,Quinn Mcconnell,Y,1/8/2019,33.59493670886076,79,2654,1
ACCT2737,Julianna Shelton,Y,10/20/2019,33.582089552238806,67,2250,1
ACCT5655,Mckenna Dixon,Y,12/9/2019,33.529411764705884,17,570,1
ACCT3565,Maia Zavala,Y,4/19/2019,33.526315789473685,19,637,1
ACCT7156,Quinn Mcconnell,Y,6/14/2019,33.51898734177215,79,2648,1
ACCT6851,Conor Hebert,Y,11/14/2019,33.483870967741936,62,2076,1
ACCT4211,Anya Dunn,Y,7/12/2019,33.467532467532465,77,2577,1
ACCT6347,Matthew Petersen,Y,10/23/2019,33.46341463414634,41,1372,1
ACCT6059,Macie Baxter,Y,10/28/2019,33.45522388059702,134,4483,3
ACCT2112,Carsen Morrison,Y,10/23/2019,33.44736842105263,76,2542,1
ACCT5569,Dixie Banks,Y,9/12/2019,33.437185929648244,199,6654,3
ACCT7167,Augustus Osborn,Y,9/10/2019,33.42553191489362,47,1571,1
ACCT6402,Rayna Case,Y,9/4/2019,33.36486486486486,74,2469,1
ACCT5660,Melody Adams,Y,11/25/2019,33.34146341463415,82,2734,1
ACCT2262,Alden Hardy,Y,3/25/2019,33.31372549019608,51,1699,1
ACCT6212,Aiyana Adams,Y,6/5/2019,33.308411214953274,107,3564,2
ACCT3177,Keyon Jones,Y,7/3/2019,33.29824561403509,57,1898,1
ACCT6851,Conor Hebert,Y,3/23/2019,33.29032258064516,62,2064,1
ACCT4037,Akira Bowman,Y,10/25/2019,33.27272727272727,22,732,1
ACCT4811,Chaim Matthews,Y,5/24/2019,33.225352112676056,71,2359,1
ACCT6212,Aiyana Adams,Y,6/9/2019,33.18691588785047,107,3551,2
ACCT7167,Augustus Osborn,Y,10/10/2019,33.170212765957444,47,1559,1
ACCT3139,Fiona Herman,Y,6/15/2019,33.12820512820513,78,2584,1
ACCT2151,Raul Grant,Y,3/23/2019,33.123456790123456,81,2683,1
ACCT2911,Cory Nixon,Y,5/6/2019,33.083333333333336,24,794,1
ACCT7597,Kristian Mcconnell,Y,1/4/2019,33.083333333333336,60,1985,1
ACCT5962,Jace Harding,Y,3/10/2019,33.041666666666664,24,793,1
ACCT6933,Clare Parsons,Y,4/13/2019,33.041666666666664,72,2379,1
ACCT7811,Ashtyn Reese,Y,2/20/2019,33.0,33,1089,1
ACCT5964,Crystal Ball,Y,4/3/2019,33.0,28,924,1
ACCT6538,Giada Estes,Y,3/6/2019,32.970873786407765,103,3396,2
ACCT6851,Conor Hebert,Y,9/3/2019,32.96774193548387,62,2044,1
ACCT2626,Conor Ross,Y,1/2/2019,32.958333333333336,24,791,1
ACCT2737,Julianna Shelton,Y,3/27/2019,32.95522388059702,67,2208,1
ACCT2779,Adolfo Vincent,Y,5/10/2019,32.9344262295082,61,2009,1
ACCT2047,Ray Pena,Y,3/11/2019,32.91358024691358,81,2666,1
ACCT5646,Nylah Lloyd,Y,9/24/2019,32.90350877192982,114,3751,2
ACCT5806,Quincy Brewer,Y,10/15/2019,32.861111111111114,36,1183,1
ACCT7568,Darrell Mann,Y,8/16/2019,32.848837209302324,86,2825,1
ACCT3565,Maia Zavala,Y,7/5/2019,32.8421052631579,19,624,1
ACCT5193,Jewel Macdonald,Y,9/6/2019,32.83783783783784,74,2430,1
ACCT3139,Fiona Herman,Y,4/20/2019,32.82051282051282,78,2560,1
ACCT5727,Kenna Sparks,Y,11/6/2019,32.80769230769231,156,5118,2
ACCT2987,Sloane Scott,Y,8/30/2019,32.785714285714285,70,2295,1
ACCT2151,Raul Grant,Y,1/31/2019,32.76543209876543,81,2654,1
ACCT6619,Delilah Petty,Y,8/23/2019,32.72941176470588,85,2782,1
ACCT2112,Carsen Morrison,Y,3/17/2019,32.723684210526315,76,2487,1
ACCT5193,Jewel Macdonald,Y,6/28/2019,32.648648648648646,74,2416,1
ACCT5660,Melody Adams,Y,7/21/2019,32.59756097560975,82,2673,1
ACCT4211,Anya Dunn,Y,6/7/2019,32.5974025974026,77,2510,1
ACCT7597,Kristian Mcconnell,Y,6/28/2019,32.56666666666667,60,1954,1
ACCT5380,Leonard Morrison,Y,1/1/2019,32.55952380952381,84,2735,1
ACCT2737,Julianna Shelton,Y,7/22/2019,32.55223880597015,67,2181,1
ACCT3177,Keyon Jones,Y,9/25/2019,32.54385964912281,57,1855,1
ACCT5669,Dayami Gates,Y,5/23/2019,32.52,25,813,1
ACCT2794,Spencer Clark,Y,8/9/2019,32.5,120,3900,2
ACCT3177,Keyon Jones,Y,11/28/2019,32.49122807017544,57,1852,1
ACCT7952,Macey Boyd,Y,1/3/2019,32.48235294117647,85,2761,1
ACCT3362,Lorenzo Richard,Y,1/6/2019,32.451388888888886,144,4673,2
ACCT6851,Conor Hebert,Y,2/27/2019,32.435483870967744,62,2011,1
ACCT4414,Joey Freeman,Y,4/11/2019,32.391304347826086,23,745,1
ACCT6160,Gunner Crawford,Y,12/11/2019,32.375,24,777,1
ACCT2047,Ray Pena,Y,8/31/2019,32.370370370370374,81,2622,1
ACCT7811,Ashtyn Reese,Y,12/13/2019,32.333333333333336,33,1067,1
ACCT4211,Anya Dunn,Y,10/4/2019,32.324675324675326,77,2489,1
ACCT6933,Clare Parsons,Y,6/1/2019,32.31944444444444,72,2327,1
ACCT4359,Summer Lara,Y,5/31/2019,32.30508474576271,59,1906,1
ACCT3823,Celeste Shaw,Y,6/12/2019,32.3,90,2907,1
ACCT6402,Rayna Case,Y,8/21/2019,32.28378378378378,74,2389,1
ACCT6933,Clare Parsons,Y,5/2/2019,32.27777777777778,72,2324,1
ACCT5809,Bridget Holder,Y,8/18/2019,32.24375,160,5159,2
ACCT2112,Carsen Morrison,Y,6/11/2019,32.223684210526315,76,2449,1
ACCT7952,Macey Boyd,Y,7/16/2019,32.1764705882353,85,2735,2
ACCT5193,Jewel Macdonald,Y,8/29/2019,32.17567567567568,74,2381,1
ACCT4811,Chaim Matthews,Y,7/16/2019,32.140845070422536,71,2282,1
ACCT4359,Summer Lara,Y,9/2/2019,32.11864406779661,59,1895,1
ACCT2047,Ray Pena,Y,12/25/2019,32.111111111111114,81,2601,1
ACCT2535,Jonathan Pollard,Y,11/22/2019,32.10204081632653,49,1573,1
ACCT3683,Simeon Melendez,Y,3/17/2019,32.05555555555556,72,2308,1
ACCT3823,Celeste Shaw,Y,11/7/2019,32.044444444444444,90,2884,1
ACCT2112,Carsen Morrison,Y,6/17/2019,32.0,76,2432,1
ACCT2151,Raul Grant,Y,1/6/2019,31.962962962962962,81,2589,1
ACCT2987,Sloane Scott,Y,7/31/2019,31.957142857142856,70,2237,1
ACCT2761,Lamont Wagner,Y,1/12/2019,31.946236559139784,93,2971,1
ACCT2277,Aleah Williams,Y,3/13/2019,31.8875,80,2551,1
ACCT5611,Xzavier Obrien,Y,9/2/2019,31.88125,160,5101,2
ACCT2050,Thaddeus Vargas,Y,7/5/2019,31.865384615384617,52,1657,1
ACCT2151,Raul Grant,Y,1/11/2019,31.839506172839506,81,2579,1
ACCT4033,Sara Fitzgerald,Y,12/27/2019,31.838709677419356,93,2961,1
ACCT4740,Johnny Beasley,Y,2/27/2019,31.833333333333332,18,573,1
ACCT4211,Anya Dunn,Y,1/2/2019,31.792207792207794,77,2448,1
ACCT5270,Kristian Flynn,Y,3/15/2019,31.791666666666668,24,763,1
ACCT2262,Alden Hardy,Y,2/21/2019,31.784313725490197,51,1621,1
ACCT7907,Brady Mcfarland,Y,7/17/2019,31.77173913043478,92,2923,1
ACCT7568,Darrell Mann,Y,6/8/2019,31.767441860465116,86,2732,1
ACCT7907,Brady Mcfarland,Y,2/21/2019,31.75,92,2921,1
ACCT6028,Hannah Rowland,Y,1/23/2019,31.75,32,1016,1
ACCT5964,Crystal Ball,Y,11/30/2019,31.75,28,889,1
ACCT7811,Ashtyn Reese,Y,5/1/2019,31.666666666666668,33,1045,1
ACCT6767,Camren Heath,Y,5/3/2019,31.666666666666668,60,1900,1
ACCT5057,Lauren Conley,Y,2/28/2019,31.636363636363637,66,2088,1
ACCT2987,Sloane Scott,Y,7/22/2019,31.614285714285714,70,2213,1
ACCT7242,Braylon Lewis,Y,8/31/2019,31.612244897959183,49,1549,2
ACCT6347,Matthew Petersen,Y,12/2/2019,31.609756097560975,41,1296,1
ACCT4607,Averi Avery,Y,4/9/2019,31.598726114649683,157,4961,2
ACCT6933,Clare Parsons,Y,2/12/2019,31.583333333333332,72,2274,1
ACCT5193,Jewel Macdonald,Y,7/15/2019,31.472972972972972,74,2329,1
ACCT6513,Nehemiah Rojas,Y,10/15/2019,31.466666666666665,60,1888,1
ACCT3058,Amya Mccann,Y,7/21/2019,31.41860465116279,43,1351,1
ACCT3952,Zachery Wong,Y,8/2/2019,31.41304347826087,92,2890,1
ACCT3565,Maia Zavala,Y,4/7/2019,31.36842105263158,19,596,1
ACCT2112,Carsen Morrison,Y,5/13/2019,31.355263157894736,76,2383,1
ACCT3177,Keyon Jones,Y,8/24/2019,31.333333333333332,57,1786,1
ACCT4526,Henry Wagner,Y,3/21/2019,31.319148936170212,94,2944,1
ACCT4033,Sara Fitzgerald,Y,12/23/2019,31.311827956989248,93,2912,1
ACCT6402,Rayna Case,Y,1/24/2019,31.31081081081081,74,2317,1
ACCT4526,Henry Wagner,Y,7/11/2019,31.30851063829787,94,2943,1
ACCT2047,Ray Pena,Y,2/17/2019,31.28395061728395,81,2534,1
ACCT4572,Richard Gibson,Y,10/29/2019,31.235294117647058,17,531,1
ACCT7907,Brady Mcfarland,Y,5/12/2019,31.17391304347826,92,2868,1
ACCT4359,Summer Lara,Y,3/23/2019,31.16949152542373,59,1839,1
ACCT6326,Haleigh Ruiz,Y,2/24/2019,31.127659574468087,47,1463,2
ACCT4039,Selina Perkins,Y,5/25/2019,31.11111111111111,18,560,1
ACCT2524,Luciana Maxwell,Y,2/17/2019,31.10989010989011,91,2831,2
ACCT5057,Lauren Conley,Y,1/8/2019,31.106060606060606,66,2053,1
ACCT7242,Braylon Lewis,Y,2/4/2019,31.102040816326532,49,1524,2
ACCT2047,Ray Pena,Y,12/2/2019,31.098765432098766,81,2519,1
ACCT3058,Amya Mccann,Y,7/13/2019,31.093023255813954,43,1337,1
ACCT4033,Sara Fitzgerald,Y,7/14/2019,31.086021505376344,93,2891,1
ACCT7167,Augustus Osborn,Y,2/10/2019,30.97872340425532,47,1456,1
ACCT7773,Reilly Liu,Y,8/31/2019,30.95744680851064,94,2910,1
ACCT5748,Dean Powell,Y,3/7/2019,30.90909090909091,22,680,1
ACCT2535,Jonathan Pollard,Y,10/9/2019,30.877551020408163,49,1513,1
ACCT4444,Jamar Ortega,Y,11/2/2019,30.875,24,741,1
ACCT2112,Carsen Morrison,Y,11/21/2019,30.82894736842105,76,2343,1
ACCT2761,Lamont Wagner,Y,5/2/2019,30.827956989247312,93,2867,1
ACCT6212,Aiyana Adams,Y,4/15/2019,30.813084112149532,107,3297,2
ACCT2277,Aleah Williams,Y,8/28/2019,30.8125,80,2465,1
ACCT2112,Carsen Morrison,Y,10/31/2019,30.763157894736842,76,2338,1
ACCT7616,Madeline Beard,Y,11/26/2019,30.73913043478261,46,1414,1
ACCT6019,Tara Escobar,Y,7/2/2019,30.73913043478261,46,1414,1
ACCT5057,Lauren Conley,Y,10/21/2019,30.71212121212121,66,2027,1
ACCT5684,Bridger Stewart,Y,5/27/2019,30.65,60,1839,1
ACCT3177,Keyon Jones,Y,7/26/2019,30.614035087719298,57,1745,1
ACCT2112,Carsen Morrison,Y,6/4/2019,30.605263157894736,76,2326,1
ACCT6619,Delilah Petty,Y,11/24/2019,30.6,85,2601,1
ACCT2911,Cory Nixon,Y,3/12/2019,30.583333333333332,24,734,1
ACCT5031,Kristopher Andersen,Y,2/6/2019,30.580246913580247,162,4954,2
ACCT2524,Luciana Maxwell,Y,9/13/2019,30.516483516483518,91,2777,1
ACCT2987,Sloane Scott,Y,10/5/2019,30.428571428571427,70,2130,1
ACCT4444,Jamar Ortega,Y,5/9/2019,30.416666666666668,24,730,1
ACCT5684,Bridger Stewart,Y,4/28/2019,30.416666666666668,60,1825,1
ACCT7597,Kristian Mcconnell,Y,9/16/2019,30.4,60,1824,1
ACCT5964,Crystal Ball,Y,10/22/2019,30.392857142857142,28,851,1
ACCT5193,Jewel Macdonald,Y,4/19/2019,30.39189189189189,74,2249,2
ACCT4359,Summer Lara,Y,9/25/2019,30.372881355932204,59,1792,1
ACCT5192,Lorenzo Tyler,Y,9/12/2019,30.36842105263158,19,577,1
ACCT6767,Camren Heath,Y,5/21/2019,30.366666666666667,60,1822,2
ACCT7952,Macey Boyd,Y,12/2/2019,30.36470588235294,85,2581,1
ACCT4211,Anya Dunn,Y,10/29/2019,30.363636363636363,77,2338,1
ACCT4526,Henry Wagner,Y,1/11/2019,30.361702127659573,94,2854,1
ACCT3756,Catherine Booker,Y,6/18/2019,30.35483870967742,31,941,1
ACCT2779,Adolfo Vincent,Y,5/13/2019,30.34426229508197,61,1851,2
ACCT3683,Simeon Melendez,Y,2/6/2019,30.319444444444443,72,2183,1
ACCT2386,Terrance Haynes,Y,5/28/2019,30.309278350515463,97,2940,1
ACCT2396,Angelica Oconnor,Y,7/9/2019,30.291666666666668,96,2908,1
ACCT5806,Quincy Brewer,Y,11/22/2019,30.25,36,1089,1
ACCT2911,Cory Nixon,Y,11/7/2019,30.25,24,726,1
ACCT7502,Laura Dean,Y,6/1/2019,30.23913043478261,138,4173,2
ACCT4039,Selina Perkins,Y,11/9/2019,30.166666666666668,18,543,1
ACCT5519,Darrell Bell,Y,9/28/2019,30.144444444444446,90,2713,1
ACCT2987,Sloane Scott,Y,7/12/2019,30.12857142857143,70,2109,1
ACCT7568,Darrell Mann,Y,3/17/2019,30.127906976744185,86,2591,1
ACCT6826,Marcos Leblanc,Y,4/7/2019,30.11881188118812,101,3042,2
ACCT4572,Richard Gibson,Y,7/5/2019,30.11764705882353,17,512,1
ACCT2987,Sloane Scott,Y,3/20/2019,30.1,70,2107,1
ACCT3058,Amya Mccann,Y,4/28/2019,30.093023255813954,43,1294,1
ACCT7907,Brady Mcfarland,Y,7/23/2019,30.07608695652174,92,2767,1
ACCT5660,Melody Adams,Y,1/11/2019,30.073170731707318,82,2466,1
ACCT2112,Carsen Morrison,Y,8/12/2019,30.05263157894737,76,2284,1
ACCT4033,Sara Fitzgerald,Y,11/19/2019,30.0,93,2790,1
ACCT3823,Celeste Shaw,Y,11/19/2019,29.988888888888887,90,2699,1
ACCT2112,Carsen Morrison,Y,2/3/2019,29.94736842105263,76,2276,1
ACCT2151,Raul Grant,Y,1/25/2019,29.925925925925927,81,2424,1
ACCT7907,Brady Mcfarland,Y,5/5/2019,29.92391304347826,92,2753,1
ACCT4010,Madison Jensen,Y,4/21/2019,29.923076923076923,26,778,2
ACCT2761,Lamont Wagner,Y,12/4/2019,29.913978494623656,93,2782,1
ACCT5519,Darrell Bell,Y,12/8/2019,29.91111111111111,90,2692,1
ACCT4572,Richard Gibson,Y,10/28/2019,29.88235294117647,17,508,1
ACCT5804,Maritza Estrada,Y,1/28/2019,29.837209302325583,43,1283,1
ACCT6513,Nehemiah Rojas,Y,1/25/2019,29.833333333333332,60,1790,1
ACCT6019,Tara Escobar,Y,1/12/2019,29.82608695652174,46,1372,1
ACCT7568,Darrell Mann,Y,12/5/2019,29.825581395348838,86,2565,1
ACCT3139,Fiona Herman,Y,5/14/2019,29.794871794871796,78,2324,1
ACCT3756,Catherine Booker,Y,8/2/2019,29.741935483870968,31,922,1
ACCT4740,Johnny Beasley,Y,3/26/2019,29.666666666666668,18,534,1
ACCT2151,Raul Grant,Y,2/26/2019,29.641975308641975,81,2401,1
ACCT7616,Madeline Beard,Y,4/23/2019,29.608695652173914,46,1362,1
ACCT2818,Patricia Mcdonald,Y,7/27/2019,29.585365853658537,123,3639,2
ACCT2761,Lamont Wagner,Y,7/23/2019,29.580645161290324,93,2751,1
ACCT3823,Celeste Shaw,Y,7/18/2019,29.533333333333335,90,2658,1
ACCT7156,Quinn Mcconnell,Y,10/6/2019,29.50632911392405,79,2331,1
ACCT7242,Braylon Lewis,Y,5/23/2019,29.489795918367346,49,1445,1
ACCT5660,Melody Adams,Y,12/2/2019,29.463414634146343,82,2416,1
ACCT2386,Terrance Haynes,Y,3/6/2019,29.422680412371133,97,2854,2
ACCT2987,Sloane Scott,Y,2/17/2019,29.414285714285715,70,2059,1
ACCT4033,Sara Fitzgerald,Y,6/29/2019,29.408602150537636,93,2735,1
ACCT2047,Ray Pena,Y,1/2/2019,29.37037037037037,81,2379,1
ACCT4480,Nina Bates,Y,7/15/2019,29.363636363636363,22,646,1
ACCT5519,Darrell Bell,Y,6/5/2019,29.31111111111111,90,2638,1
ACCT7156,Quinn Mcconnell,Y,5/26/2019,29.303797468354432,79,2315,1
ACCT3952,Zachery Wong,Y,3/4/2019,29.282608695652176,92,2694,1
ACCT2262,Alden Hardy,Y,11/11/2019,29.274509803921568,51,1493,1
ACCT6826,Marcos Leblanc,Y,9/26/2019,29.22772277227723,101,2952,1
ACCT2761,Lamont Wagner,Y,12/17/2019,29.21505376344086,93,2717,1
ACCT2761,Lamont Wagner,Y,10/21/2019,29.204301075268816,93,2716,1
ACCT2524,Luciana Maxwell,Y,1/24/2019,29.186813186813186,91,2656,1
ACCT4037,Akira Bowman,Y,4/26/2019,29.181818181818183,22,642,1
ACCT5193,Jewel Macdonald,Y,9/12/2019,29.14864864864865,74,2157,1
ACCT5809,Bridget Holder,Y,3/30/2019,29.14375,160,4663,2
ACCT4876,Isabelle Bridges,Y,4/12/2019,29.134920634920636,126,3671,2
ACCT4211,Anya Dunn,Y,5/18/2019,29.103896103896105,77,2241,1
ACCT7758,Kamron Costa,Y,3/7/2019,29.096774193548388,155,4510,2
ACCT3683,Simeon Melendez,Y,5/22/2019,29.055555555555557,72,2092,1
ACCT6975,Rey Mccarthy,Y,9/18/2019,29.03846153846154,26,755,1
ACCT2761,Lamont Wagner,Y,10/4/2019,28.989247311827956,93,2696,1
ACCT3177,Keyon Jones,Y,11/24/2019,28.964912280701753,57,1651,1
ACCT4717,Kellen Mckenzie,Y,9/12/2019,28.95145631067961,103,2982,1
ACCT3177,Keyon Jones,Y,12/23/2019,28.94736842105263,57,1650,1
ACCT2524,Luciana Maxwell,Y,3/19/2019,28.945054945054945,91,2634,1
ACCT7051,Broderick Potts,Y,5/29/2019,28.941747572815533,103,2981,1
ACCT4553,Ben Hart,Y,9/9/2019,28.9375,96,2778,1
ACCT3139,Fiona Herman,Y,7/22/2019,28.935897435897434,78,2257,1
ACCT2396,Angelica Oconnor,Y,3/8/2019,28.927083333333332,96,2777,1
ACCT2761,Lamont Wagner,Y,8/18/2019,28.9247311827957,93,2690,1
ACCT6619,Delilah Petty,Y,3/16/2019,28.91764705882353,85,2458,1
ACCT6309,Khloe Coffey,Y,7/24/2019,28.89855072463768,69,1994,1
ACCT2112,Carsen Morrison,Y,10/3/2019,28.894736842105264,76,2196,1
ACCT4116,Jesse Tate,Y,8/19/2019,28.88888888888889,90,2600,1
ACCT3683,Simeon Melendez,Y,7/1/2019,28.84722222222222,72,2077,1
ACCT5804,Maritza Estrada,Y,10/11/2019,28.837209302325583,43,1240,1
ACCT5806,Quincy Brewer,Y,4/4/2019,28.833333333333332,36,1038,1
ACCT3179,Monica Whitney,Y,1/28/2019,28.825,120,3459,2
ACCT7952,Macey Boyd,Y,12/5/2019,28.776470588235295,85,2446,1
ACCT5660,Melody Adams,Y,3/21/2019,28.76829268292683,82,2359,1
ACCT4359,Summer Lara,Y,5/19/2019,28.76271186440678,59,1697,1
ACCT3139,Fiona Herman,Y,6/2/2019,28.756410256410255,78,2243,1
ACCT2779,Adolfo Vincent,Y,8/18/2019,28.75409836065574,61,1754,1
ACCT2151,Raul Grant,Y,3/21/2019,28.753086419753085,81,2329,1
ACCT6545,Lilyana Petty,Y,7/8/2019,28.736842105263158,114,3276,2
ACCT6975,Rey Mccarthy,Y,3/14/2019,28.73076923076923,26,747,1
ACCT5193,Jewel Macdonald,Y,1/6/2019,28.7027027027027,74,2124,1
ACCT6826,Marcos Leblanc,Y,6/1/2019,28.693069306930692,101,2898,1
ACCT2396,Angelica Oconnor,Y,6/15/2019,28.6875,96,2754,1
ACCT4116,Jesse Tate,Y,4/18/2019,28.655555555555555,90,2579,1
ACCT6513,Nehemiah Rojas,Y,8/27/2019,28.6,60,1716,1
ACCT2262,Alden Hardy,Y,12/19/2019,28.58823529411765,51,1458,1
ACCT4811,Chaim Matthews,Y,10/18/2019,28.56338028169014,71,2028,1
ACCT4116,Jesse Tate,Y,3/8/2019,28.533333333333335,90,2568,1
ACCT7907,Brady Mcfarland,Y,3/4/2019,28.532608695652176,92,2625,1
ACCT6309,Khloe Coffey,Y,4/21/2019,28.47826086956522,69,1965,1
ACCT6402,Rayna Case,Y,6/10/2019,28.445945945945947,74,2105,1
ACCT2335,Cameron Ritter,Y,5/10/2019,28.432,125,3554,2
ACCT4033,Sara Fitzgerald,Y,1/28/2019,28.43010752688172,93,2644,1
ACCT2807,Rogelio Ray,Y,7/12/2019,28.422885572139304,201,5713,2
ACCT2396,Angelica Oconnor,Y,1/20/2019,28.416666666666668,96,2728,1
ACCT7773,Reilly Liu,Y,2/18/2019,28.372340425531913,94,2667,2
ACCT5684,Bridger Stewart,Y,8/17/2019,28.316666666666666,60,1699,1
ACCT6028,Hannah Rowland,Y,3/17/2019,28.3125,32,906,1
ACCT2964,Kaley Hooper,Y,8/31/2019,28.306930693069308,202,5718,2
ACCT6826,Marcos Leblanc,Y,4/14/2019,28.297029702970296,101,2858,1
ACCT3139,Fiona Herman,Y,10/5/2019,28.26923076923077,78,2205,1
ACCT7568,Darrell Mann,Y,8/5/2019,28.232558139534884,86,2428,1
ACCT2276,Janet Sims,Y,8/2/2019,28.226315789473684,190,5363,2
ACCT2987,Sloane Scott,Y,5/3/2019,28.214285714285715,70,1975,1
ACCT4811,Chaim Matthews,Y,7/1/2019,28.211267605633804,71,2003,1
ACCT2761,Lamont Wagner,Y,5/20/2019,28.204301075268816,93,2623,1
ACCT2524,Luciana Maxwell,Y,9/2/2019,28.197802197802197,91,2566,1
ACCT6545,Lilyana Petty,Y,12/19/2019,28.149122807017545,114,3209,2
ACCT6402,Rayna Case,Y,11/25/2019,28.135135135135137,74,2082,1
ACCT2029,Allan Parsons,Y,5/24/2019,28.123595505617978,89,2503,1
ACCT6347,Matthew Petersen,Y,5/28/2019,28.121951219512194,41,1153,1
ACCT7051,Broderick Potts,Y,2/5/2019,28.116504854368934,103,2896,1
ACCT2524,Luciana Maxwell,Y,10/18/2019,28.10989010989011,91,2558,1
ACCT2035,Samson Ware,Y,6/6/2019,28.058823529411764,102,2862,1
ACCT4740,Johnny Beasley,Y,11/21/2019,28.055555555555557,18,505,1
ACCT7907,Brady Mcfarland,Y,10/2/2019,28.054347826086957,92,2581,1
ACCT5748,Dean Powell,Y,9/12/2019,28.045454545454547,22,617,1
ACCT4033,Sara Fitzgerald,Y,7/1/2019,28.032258064516128,93,2607,1
ACCT7597,Kristian Mcconnell,Y,8/1/2019,28.0,60,1680,1
ACCT2386,Terrance Haynes,Y,2/7/2019,27.989690721649485,97,2715,1
ACCT2386,Terrance Haynes,Y,10/15/2019,27.969072164948454,97,2713,1
ACCT5660,Melody Adams,Y,8/12/2019,27.890243902439025,82,2287,1
ACCT4553,Ben Hart,Y,11/21/2019,27.885416666666668,96,2677,1
ACCT4195,Kaya Beasley,Y,7/4/2019,27.86315789473684,95,2647,1
ACCT7051,Broderick Potts,Y,5/25/2019,27.83495145631068,103,2867,1
ACCT7811,Ashtyn Reese,Y,4/8/2019,27.818181818181817,33,918,1
ACCT2761,Lamont Wagner,Y,12/23/2019,27.817204301075268,93,2587,1
ACCT7597,Kristian Mcconnell,Y,3/13/2019,27.8,60,1668,1
ACCT3823,Celeste Shaw,Y,7/23/2019,27.788888888888888,90,2501,1
ACCT2050,Thaddeus Vargas,Y,8/9/2019,27.78846153846154,52,1445,1
ACCT7568,Darrell Mann,Y,12/6/2019,27.77906976744186,86,2389,2
ACCT7156,Quinn Mcconnell,Y,10/10/2019,27.772151898734176,79,2194,1
ACCT7568,Darrell Mann,Y,12/8/2019,27.767441860465116,86,2388,1
ACCT7167,Augustus Osborn,Y,6/2/2019,27.76595744680851,47,1305,1
ACCT2386,Terrance Haynes,Y,12/31/2019,27.742268041237114,97,2691,1
ACCT5806,Quincy Brewer,Y,7/15/2019,27.72222222222222,36,998,1
ACCT3177,Keyon Jones,Y,11/29/2019,27.719298245614034,57,1580,1
ACCT2035,Samson Ware,Y,10/26/2019,27.686274509803923,102,2824,1
ACCT4211,Anya Dunn,Y,5/29/2019,27.649350649350648,77,2129,1
ACCT6619,Delilah Petty,Y,1/24/2019,27.647058823529413,85,2350,1
ACCT7907,Brady Mcfarland,Y,3/23/2019,27.630434782608695,92,2542,1
ACCT2779,Adolfo Vincent,Y,1/20/2019,27.62295081967213,61,1685,1
ACCT2029,Allan Parsons,Y,4/5/2019,27.617977528089888,89,2458,1
ACCT2524,Luciana Maxwell,Y,1/23/2019,27.582417582417584,91,2510,1
ACCT3177,Keyon Jones,Y,3/16/2019,27.57894736842105,57,1572,1
ACCT2277,Aleah Williams,Y,8/20/2019,27.575,80,2206,1
ACCT2761,Lamont Wagner,Y,5/24/2019,27.559139784946236,93,2563,1
ACCT3683,Simeon Melendez,Y,9/7/2019,27.555555555555557,72,1984,1
ACCT6767,Camren Heath,Y,5/31/2019,27.55,60,1653,1
ACCT5684,Bridger Stewart,Y,10/6/2019,27.55,60,1653,1
ACCT4717,Kellen Mckenzie,Y,9/19/2019,27.54368932038835,103,2837,1
ACCT5660,Melody Adams,Y,6/15/2019,27.51219512195122,82,2256,1
ACCT7242,Braylon Lewis,Y,11/26/2019,27.510204081632654,49,1348,1
ACCT5804,Maritza Estrada,Y,2/10/2019,27.488372093023255,43,1182,1
ACCT4918,Phillip Pacheco,Y,5/7/2019,27.419354838709676,93,2550,1
ACCT2396,Angelica Oconnor,Y,12/23/2019,27.385416666666668,96,2629,1
ACCT5660,Melody Adams,Y,11/2/2019,27.365853658536587,82,2244,1
ACCT2386,Terrance Haynes,Y,3/28/2019,27.350515463917525,97,2653,1
ACCT3618,Alicia Carney,Y,9/7/2019,27.339449541284402,109,2980,1
ACCT2478,Kara Mccullough,Y,2/17/2019,27.32323232323232,99,2705,1
ACCT6513,Nehemiah Rojas,Y,3/23/2019,27.3,60,1638,1
ACCT4918,Phillip Pacheco,Y,10/13/2019,27.29032258064516,93,2538,1
ACCT7051,Broderick Potts,Y,8/18/2019,27.271844660194176,103,2809,1
ACCT4211,Anya Dunn,Y,9/9/2019,27.25974025974026,77,2099,1
ACCT3952,Zachery Wong,Y,4/2/2019,27.23913043478261,92,2506,1
ACCT2524,Luciana Maxwell,Y,11/26/2019,27.23076923076923,91,2478,1
ACCT4553,Ben Hart,Y,12/8/2019,27.229166666666668,96,2614,1
ACCT5380,Leonard Morrison,Y,11/19/2019,27.202380952380953,84,2285,1
ACCT7907,Brady Mcfarland,Y,3/15/2019,27.17391304347826,92,2500,1
ACCT2112,Carsen Morrison,Y,4/7/2019,27.13157894736842,76,2062,1
ACCT4553,Ben Hart,Y,4/3/2019,27.125,96,2604,1
ACCT4211,Anya Dunn,Y,11/2/2019,27.09090909090909,77,2086,1
ACCT6538,Giada Estes,Y,7/20/2019,27.0873786407767,103,2790,1
